"Product","Brand","Variant","Size_liter","Pack","Market","Period","Value_1000_EUR","Volume_1000_liter","Price_per_liter","Dis_weight","Dis_num","Promo_value_1000_EUR","Non_promo_value_1000_EUR","Promo_volume_1000_liter","Non_promo_volume_1000_liter"
"Karatea WALDBEEREN PET 1.5 Liter","Karatea","WALDBEEREN","1.5","PET","Retailer B",2024-07-15,0.171,0.1575,1.08571428571429,11,11.75,0.0292,0.1418,0.036,0.1215
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2022-08-15,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2022-09-12,13.2893,14.927,0.890286058819589,18.6666666666667,9.66666666666667,1.7019,11.5874,2.0654,12.8616
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2022-10-10,29.7559,28.7948,1.03337755428063,57.25,37.25,3.2955,26.4604,3.6712,25.1236
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2022-11-07,50.0987,63.7684,0.785635204897724,57.5,38.5,35.4631,14.6356,50.2925,13.4759
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2022-12-05,36.1446,41.172,0.87789274264063,53.75,35.25,21.2104,14.9342,27.246,13.926
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-01-02,25.685,23.8566,1.07664126489106,48.5,31.25,1.2611,24.4239,1.3477,22.5089
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-01-30,28.078,35.9174,0.781738099082896,45.5,30,22.4468,5.6312,30.7445,5.1729
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-02-27,19.5954,18.4451,1.06236344611848,43.25,28.5,1.9246,17.6708,2.1674,16.2777
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-03-27,18.487,20.2996,0.910707600149757,42,28.75,6.6751,11.8119,9.4691,10.8305
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-04-24,10.949,14.1046,0.776271570976844,38.5,27.75,7.8702,3.0788,11.24,2.8646
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-05-22,3.2673,3.3103,0.987010240763677,25,20,0.8412,2.4261,1.0758,2.2345
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-06-19,2.0959,2.2447,0.933710518109324,15.25,13.75,0.8834,1.2125,1.1012,1.1435
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-07-17,1.1522,1.122,1.02691622103387,11.5,11.25,0.1967,0.9555,0.2371,0.8849
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-08-14,0.5507,0.649,0.848536209553159,8,8.5,0.4268,0.1239,0.5334,0.1156
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-09-11,0.2812,0.267,1.05318352059925,5.75,6.5,0.0835,0.1977,0.0855,0.1815
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-10-09,0.1546,0.1579,0.979100696643445,5.25,6.5,0.0668,0.0878,0.0736,0.0843
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-11-06,0.0838,0.0873,0.959908361970217,4.25,5.5,0.0457,0.0381,0.0498,0.0375
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2023-12-04,0.0455,0.0435,1.04597701149425,4.25,6,0.011,0.0345,0.012,0.0315
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-01-01,0.0426,0.0604,0.705298013245033,4.25,5,0.0235,0.0191,0.0315,0.0289
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-01-29,0.0078,0.0122,0.639344262295082,4,5,0.0052,0.0026,0.009,0.0032
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-02-26,9e-04,0.0015,0.6,3.5,5,9e-04,0,0.0015,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-03-25,0.0027,0.003,0.9,2.75,3.75,9e-04,0.0018,0.0015,0.0015
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-04-22,0.0036,0.003,1.2,0.75,1.25,0,0.0036,0,0.003
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-05-20,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-06-17,0.0018,0.0015,1.2,0,0,0,0.0018,0,0.0015
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Total Market",2024-07-15,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2022-08-15,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2022-09-12,2.8797,2.7105,1.06242390702822,33,28.5,0.4656,2.4141,0.4905,2.22
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2022-10-10,4.5071,4.2105,1.07044294026838,64.5,62.5,0.7108,3.7963,0.753,3.4575
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2022-11-07,1.0798,1.008,1.07123015873016,25.25,31,0.1274,0.9524,0.1395,0.8685
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2022-12-05,0.2433,0.246,0.989024390243903,6.5,9.25,0.0688,0.1745,0.081,0.165
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-01-02,0.1214,0.1155,1.05108225108225,3,4.5,0.0124,0.109,0.0135,0.102
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-01-30,0.0529,0.051,1.03725490196078,1.25,2,0.0078,0.0451,0.009,0.042
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-02-27,0.0066,0.006,1.1,0.5,0.75,0,0.0066,0,0.006
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-03-27,0.018,0.0225,0.8,0,0.5,0.0123,0.0057,0.0165,0.006
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-04-24,0.0049,0.0045,1.08888888888889,0,0,0,0.0049,0,0.0045
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-05-22,0.0016,0.0015,1.06666666666667,0,0,0,0.0016,0,0.0015
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-06-19,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-07-17,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-08-14,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-09-11,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-10-09,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-11-06,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2023-12-04,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-01-01,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-01-29,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-02-26,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-03-25,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-04-22,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-05-20,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-06-17,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer A",2024-07-15,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2022-08-15,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2022-09-12,0.4724,0.4395,1.07485779294653,16.5,18.5,0.0268,0.4456,0.027,0.4125
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2022-10-10,5.5399,5.1569,1.07426942543001,74.25,75,0.4974,5.0425,0.564,4.5929
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2022-11-07,14.9048,19.794,0.752995857330504,98.5,97.75,11.4274,3.4774,16.6005,3.1935
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2022-12-05,10.4401,12.3765,0.843542196905426,100,100,6.7256,3.7145,8.9535,3.423
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-01-02,7.4906,6.9015,1.08535825545171,98.25,97.75,0.3902,7.1004,0.408,6.4935
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-01-30,7.9562,10.5195,0.756328722848044,98.25,97.5,6.4564,1.4998,9.156,1.3635
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-02-27,5.5382,5.1809,1.0689648516667,97,95.5,0.5382,5,0.6,4.5809
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-03-27,5.2914,5.8935,0.897836599643675,96,95,1.8491,3.4423,2.733,3.1605
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-04-24,2.9743,3.903,0.762054829618242,95.25,94.25,2.1741,0.8002,3.168,0.735
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-05-22,0.8608,0.801,1.07465667915106,61.25,62.75,0.0872,0.7736,0.096,0.705
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-06-19,0.6471,0.741,0.873279352226721,36,38.5,0.5234,0.1237,0.6285,0.1125
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-07-17,0.3175,0.297,1.06902356902357,21.5,24,0.0354,0.2821,0.0405,0.2565
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-08-14,0.1221,0.1545,0.790291262135922,10,11.25,0.1023,0.0198,0.1365,0.018
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-09-11,0.0564,0.0495,1.13939393939394,4.75,5.5,0,0.0564,0,0.0495
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-10-09,0.007,0.006,1.16666666666667,1.5,2,0,0.007,0,0.006
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-11-06,0,0,0,1,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2023-12-04,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-01-01,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-01-29,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-02-26,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-03-25,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-04-22,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-05-20,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-06-17,0,0,0,0,0,0,0,0,0
"Karatea ZWETSCHKE PET 1.5 Liter","Karatea","ZWETSCHKE","1.5","PET","Retailer B",2024-07-15,0,0,0,0,0,0,0,0,0
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2022-08-15,83.3634,96.4482,0.86433339346924,91.5,80,38.8561,44.5073,55.0546,41.3936
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2022-09-12,92.2988,110.3722,0.836250432627056,92.75,81.25,45.7933,46.5055,66.2264,44.1458
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2022-10-10,65.4499,64.7679,1.01052990756223,94.5,83.25,11.7015,53.7484,13.3401,51.4278
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2022-11-07,83.5523,100.5154,0.831238795249285,93,80.25,43.0745,40.4778,63.116,37.3994
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2022-12-05,69.8911,79.7939,0.875895275202741,92.75,79.25,39.1024,30.7887,50.8712,28.9227
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-01-02,58.0663,55.5133,1.04598897921759,91.5,77.5,9.0907,48.9756,9.9922,45.5211
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-01-30,85.0726,109.5772,0.776371361925656,91.75,77.5,57.1912,27.8814,83.8121,25.7651
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-02-27,62.3464,59.3283,1.05087116940819,90.5,77.25,8.8341,53.5123,9.9412,49.3871
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-03-27,95.8974,128.8406,0.744310411469676,90.5,77.5,63.9803,31.9171,99.5182,29.3224
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-04-24,74.8663,91.2735,0.820241362498425,89,76.75,41.8753,32.991,60.6704,30.6031
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-05-22,69.7009,66.1831,1.05315254196313,90,76.5,12.379,57.3219,13.5579,52.6252
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-06-19,127.6402,169.0967,0.754835546761114,91.25,77.75,86.1502,41.49,130.7485,38.3482
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-07-17,93.6335,87.0058,1.07617538141135,90.5,78.5,10.9794,82.6541,12.4545,74.5513
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-08-14,124.9592,163.7526,0.763097501963328,90.75,80.75,92.229,32.7302,134.73,29.0226
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-09-11,79.164,73.825,1.07231967490687,91,79.25,18.5055,60.6585,20.1069,53.7181
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-10-09,86.5535,93.3491,0.927202297611868,90.25,79,33.2693,53.2842,46.1997,47.1494
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-11-06,115.6463,154.3387,0.74930202211111,90.5,80,93.9461,21.7002,135.2428,19.0959
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2023-12-04,79.268,82.4065,0.961914412091279,91,79,33.1108,46.1572,42.1008,40.3057
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-01-01,63.1808,55.8461,1.13133772993996,89.75,77.25,7.412,55.7688,7.3839,48.4622
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-01-29,81.4457,93.7628,0.868635535628202,90.5,78.25,39.1265,42.3192,54.1772,39.5856
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-02-26,36.0791,31.7639,1.13585233551296,74.75,69.25,13.7339,22.3452,12.6958,19.0681
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-03-25,15.3317,13.9149,1.10181891353872,45.25,48.5,3.5579,11.7738,3.8485,10.0664
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-04-22,7.97,7.3949,1.0777698143315,23.5,32,1.7266,6.2434,1.9714,5.4235
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-05-20,4.5731,4.397,1.04005003411417,15.5,23.5,1.1382,3.4349,1.4273,2.9697
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-06-17,2.9633,2.7723,1.06889586264113,10.5,18,0.6289,2.3344,0.7854,1.9869
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Total Market",2024-07-15,1.5716,1.4021,1.12089009343128,7.75,13.5,0.1983,1.3733,0.2281,1.174
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2022-08-15,23.2668,21.8011,1.0672305525868,99,98.75,2.9591,20.3077,3.2183,18.5828
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2022-09-12,36.6435,46.5186,0.787717171196038,99.75,99,24.2644,12.3791,35.1201,11.3985
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2022-10-10,21.2852,19.9561,1.0666011896112,99,98.25,2.9916,18.2936,3.141,16.8151
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2022-11-07,22.7017,21.2641,1.06760690553562,99,98,3.3381,19.3636,3.5078,17.7563
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2022-12-05,18.7692,19.5602,0.959560740687723,99,98,10.2478,8.5214,11.7377,7.8225
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-01-02,18.7684,18.0721,1.03852900327023,98.75,97.75,4.7891,13.9793,5.1901,12.882
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-01-30,19.9337,19.3156,1.0320000414173,99,98,5.8231,14.1106,6.3068,13.0088
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-02-27,21.2151,19.9321,1.0643685311633,99,98,2.896,18.3191,3.1689,16.7632
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-03-27,37.6006,51.8393,0.725330010243194,99.75,98.75,29.7617,7.8389,44.5958,7.24349999999999
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-04-24,23.2085,21.7059,1.06922541797391,99,98.25,7.6803,15.5282,7.4423,14.2636
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-05-22,26.2138,24.7336,1.05984571594915,99.25,98.5,4.0464,22.1674,4.3995,20.3341
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-06-19,48.4376,64.0236,0.756558519046102,100,99.5,36.6747,11.7629,53.1365,10.8871
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-07-17,34.0675,30.2048,1.12788364763216,100,99,2.5278,31.5397,2.5687,27.6361
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-08-14,38.3952,42.4764,0.903918411164788,99,99,22.9074,15.4878,29.1098,13.3666
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-09-11,26.8278,23.955,1.11992485911083,99,98.75,4.2431,22.5847,4.3396,19.6154
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-10-09,25.1541,22.4192,1.121989187839,99,98,3.671,21.4831,3.5881,18.8311
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-11-06,31.348,34.1964,0.916704682364225,99,98.25,18.3785,12.9695,22.9755,11.2209
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2023-12-04,22.3451,20.0176,1.11627268004156,98.75,98.25,3.9459,18.3992,4.1537,15.8639
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-01-01,21.6472,19.1065,1.13297568890168,98,97.25,2.7693,18.8779,2.7135,16.393
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-01-29,22.3117,19.623,1.137017785252,97.5,96.75,7.5646,14.7471,8.5725,11.0505
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-02-26,12.4626,10.8945,1.14393501307999,91.75,93.75,7.8168,4.6458,6.903,3.9915
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-03-25,4.2009,3.6885,1.13891825945506,48.25,57,0.8453,3.3556,0.807,2.8815
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-04-22,1.6374,1.473,1.11160896130346,19.25,25.5,0.2753,1.3621,0.303,1.17
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-05-20,0.6263,0.5625,1.11342222222222,8.25,11.25,0.0619,0.5644,0.084,0.4785
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-06-17,0.5154,0.459,1.12287581699346,3.25,4.5,0.0386,0.4768,0.057,0.402
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer A",2024-07-15,0.5475,0.474,1.15506329113924,2.5,2.25,0.0095,0.538,0.009,0.465
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2022-08-15,12.1211,16.7414,0.724019496577347,100,100,8.5066,3.6145,13.3005,3.4409
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2022-09-12,7.0269,6.621,1.06130493883099,99.75,99.75,1.0021,6.0248,1.0515,5.5695
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2022-10-10,6.1057,5.673,1.07627357659087,99.5,99.25,0.5255,5.5802,0.5775,5.0955
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2022-11-07,12.8799,18.642,0.690907627936917,99.5,99.25,10.3247,2.5552,16.3005,2.3415
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2022-12-05,9.8477,12.6075,0.781098552448939,100,100,6.2518,3.5959,9.285,3.3225
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2023-01-02,6.4614,6.021,1.07314399601395,99,99,0.3001,6.1613,0.3495,5.6715
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2023-01-30,14.1878,21.5819,0.657393463967491,100,100,12.3964,1.7914,19.9529,1.629
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2023-02-27,6.7428,6.3315,1.06496090973703,99.25,99.25,0.7546,5.9882,0.8355,5.496
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2023-03-27,10.0771,13.5345,0.744549115224057,99.5,99.25,5.3491,4.728,9.2175,4.317
"Karatea ZITRONENGRAS PET 1.5 Liter","Karatea","ZITRONENGRAS","1.5","PET","Retailer B",2023-04-24,11.0612,16.854,0.656295241485701,99.75,99.75,8.597,2.4642,14.5755,2.2785
