"Date";"Store";"Category";"Brand";"Sales_Amount";"Units_Sold";"Customer_Age"
2023-03-06;"Store 10";"Toys";"Nintendo";147,44;4;40
2023-05-21;"Store 3";"Sports";"Under Armour";61,07;7;34
2023-09-19;"Store 2";"Clothing";"Puma";263,85;4;27
2023-09-23;"Store 1";"Sports";"Wilson";238,83;4;44
2023-08-25;"Store 10";"Grocery";"Target";35,65;3;48
2023-06-13;"Store 9";"Grocery";"Target";36,69;5;43
2023-11-05;"Store 7";"Clothing";"Puma";444,19;9;48
2023-02-05;"Store 9";"Grocery";"Walmart";47,81;20;43
2023-07-07;"Store 8";"Electronics";"Panasonic";900,35;2;22
2023-06-04;"Store 2";"Electronics";"Samsung";697,38;3;31
2023-01-24;"Store 3";"Clothing";"Adidas";453,76;5;42
2023-03-31;"Store 8";"Toys";"Hasbro";195,28;1;40
2023-05-09;"Store 3";"Grocery";"Walmart";61,34;15;38
2023-01-05;"Store 10";"Grocery";"Whole Foods";30,69;5;53
2023-12-03;"Store 3";"Clothing";"H&M";299,52;7;29
2023-07-04;"Store 9";"Clothing";"Zara";617,98;9;45
2023-02-28;"Store 1";"Grocery";"Whole Foods";76,94;6;38
2023-04-08;"Store 1";"Grocery";"Target";87,87;19;20
2023-01-20;"Store 3";"Clothing";"Nike";307,26;5;28
2023-12-23;"Store 6";"Grocery";"Costco";39,78;19;18
2023-03-22;"Store 2";"Toys";"Fisher-Price";165,31;4;41
2023-12-04;"Store 4";"Clothing";"Nike";552,38;2;60
2023-07-03;"Store 6";"Sports";"Wilson";338,12;1;25
2023-04-25;"Store 3";"Clothing";"Adidas";227,4;10;24
2023-01-13;"Store 2";"Grocery";"Whole Foods";66,94;10;25
2023-02-26;"Store 1";"Clothing";"Zara";338,53;4;28
2023-08-09;"Store 5";"Toys";"Nintendo";185,83;1;18
2023-06-13;"Store 7";"Clothing";"Nike";371,81;4;47
2023-01-23;"Store 9";"Clothing";"Zara";317,29;6;34
2023-08-06;"Store 1";"Toys";"Hasbro";264,48;1;18
2023-04-17;"Store 4";"Grocery";"Target";78,49;4;50
2023-09-25;"Store 1";"Clothing";"Nike";302,71;2;48
2023-03-11;"Store 5";"Clothing";"H&M";394,66;3;33
2023-07-12;"Store 3";"Grocery";"Costco";29,61;3;34
2023-08-26;"Store 1";"Clothing";"Nike";194,97;3;32
2023-02-09;"Store 6";"Grocery";"Trader Joe's";38,62;17;41
2023-08-29;"Store 8";"Clothing";"Nike";196,54;1;27
2023-06-26;"Store 1";"Clothing";"H&M";539,19;4;34
2023-04-11;"Store 3";"Grocery";"Walmart";74,63;6;45
2023-06-13;"Store 10";"Sports";"Spalding";236,56;7;36
2023-05-23;"Store 3";"Clothing";"H&M";416,28;1;22
2023-06-13;"Store 6";"Grocery";"Whole Foods";48,24;7;34
2023-06-28;"Store 3";"Clothing";"Puma";485,87;8;29
2023-10-08;"Store 7";"Clothing";"Nike";387,95;9;21
2023-02-19;"Store 2";"Clothing";"Puma";257,62;4;26
2023-04-15;"Store 3";"Toys";"LEGO";240,76;7;43
2023-12-15;"Store 3";"Sports";"Under Armour";285,98;8;31
2023-03-20;"Store 8";"Clothing";"Zara";253,7;7;33
2023-10-10;"Store 6";"Clothing";"Zara";422,87;2;30
2023-05-19;"Store 2";"Grocery";"Whole Foods";98,62;14;36
2023-05-31;"Store 5";"Grocery";"Walmart";85,49;16;35
2023-07-04;"Store 1";"Clothing";"Puma";268,38;3;20
2023-11-14;"Store 5";"Grocery";"Trader Joe's";52,95;5;18
2023-12-02;"Store 2";"Electronics";"Panasonic";1396,56;2;25
2023-02-24;"Store 7";"Furniture";"Wayfair";1154,51;1;38
2023-11-06;"Store 1";"Sports";"Under Armour";101,93;8;34
2023-07-22;"Store 1";"Toys";"Hasbro";221,95;8;49
2023-01-13;"Store 10";"Electronics";"Samsung";1017,11;1;18
2023-01-20;"Store 2";"Clothing";"Adidas";421,32;7;37
2023-05-27;"Store 10";"Clothing";"Nike";533,62;5;50
2023-08-04;"Store 8";"Grocery";"Whole Foods";42,46;14;36
2023-04-14;"Store 5";"Sports";"Wilson";135,02;2;46
2023-09-10;"Store 4";"Grocery";"Costco";45,42;7;23
2023-10-16;"Store 8";"Grocery";"Target";49,62;20;31
2023-12-19;"Store 8";"Sports";"Under Armour";111,4;6;43
2023-09-09;"Store 5";"Toys";"Hasbro";69,17;5;28
2023-06-18;"Store 3";"Grocery";"Whole Foods";30,41;7;50
2023-09-30;"Store 10";"Grocery";"Whole Foods";44,19;13;33
2023-05-18;"Store 7";"Clothing";"Puma";198,69;6;34
2023-03-29;"Store 7";"Grocery";"Walmart";63,04;9;28
2023-10-30;"Store 7";"Sports";"Wilson";98,67;7;30
2023-06-15;"Store 1";"Clothing";"Zara";261,98;6;39
2023-06-23;"Store 1";"Grocery";"Trader Joe's";36,2;12;55
2023-02-24;"Store 8";"Furniture";"Ashley";1050,28;1;18
2023-05-04;"Store 4";"Clothing";"H&M";311,02;4;19
2023-06-17;"Store 3";"Toys";"Nintendo";261,23;4;38
2023-05-26;"Store 10";"Electronics";"Samsung";554,53;1;27
2023-12-02;"Store 3";"Electronics";"Panasonic";1277,73;1;43
2023-08-11;"Store 1";"Toys";"Fisher-Price";46,26;8;22
2023-05-17;"Store 8";"Sports";"Under Armour";355,45;8;18
2023-05-14;"Store 3";"Sports";"Spalding";253,91;3;34
2023-03-21;"Store 9";"Grocery";"Walmart";21,55;17;46
2023-04-29;"Store 3";"Grocery";"Whole Foods";81,95;9;44
2023-10-24;"Store 5";"Clothing";"Adidas";451,77;1;26
2023-02-25;"Store 9";"Clothing";"Puma";312,21;7;35
2023-06-21;"Store 3";"Clothing";"Zara";230,37;4;45
2023-05-19;"Store 4";"Grocery";"Costco";57,09;1;41
2023-01-02;"Store 4";"Grocery";"Costco";51,71;4;50
2023-06-14;"Store 3";"Clothing";"Adidas";654,79;10;29
2023-10-12;"Store 5";"Toys";"Fisher-Price";189,25;2;46
2023-06-05;"Store 4";"Grocery";"Walmart";23,18;7;22
2023-09-22;"Store 5";"Grocery";"Target";63,44;16;30
2023-07-18;"Store 1";"Grocery";"Whole Foods";55,78;6;26
2023-02-19;"Store 4";"Toys";"LEGO";247,42;5;39
2023-07-20;"Store 1";"Clothing";"Adidas";539,41;1;33
2023-01-13;"Store 2";"Toys";"Hasbro";171,17;8;30
2023-11-17;"Store 6";"Grocery";"Costco";61,72;9;41
2023-10-17;"Store 4";"Grocery";"Target";67,59;11;33
2023-02-20;"Store 5";"Grocery";"Target";43,26;3;27
2023-02-27;"Store 2";"Toys";"Fisher-Price";139,74;3;47
2023-09-13;"Store 9";"Toys";"Mattel";88,6;5;22
2023-05-06;"Store 10";"Furniture";"Ashley";638,99;2;35
2023-05-05;"Store 5";"Sports";"Wilson";267,16;7;42
2023-08-30;"Store 9";"Grocery";"Costco";37,93;2;45
2023-10-24;"Store 4";"Grocery";"Whole Foods";28,73;3;42
2023-02-25;"Store 1";"Toys";"LEGO";161,94;5;25
2023-12-25;"Store 10";"Toys";"LEGO";362,38;5;45
2023-01-25;"Store 7";"Grocery";"Walmart";35,68;4;21
2023-01-18;"Store 1";"Toys";"Mattel";263,91;3;20
2023-08-10;"Store 10";"Electronics";"Apple";682,74;3;21
2023-01-07;"Store 2";"Clothing";"Adidas";400,27;6;30
2023-06-23;"Store 2";"Clothing";"Puma";189,92;3;43
2023-02-20;"Store 10";"Electronics";"Sony";468,62;1;32
2023-06-23;"Store 3";"Furniture";"Ashley";592,5;2;18
2023-09-29;"Store 10";"Sports";"Under Armour";137,25;1;35
2023-01-02;"Store 6";"Grocery";"Walmart";70,19;11;54
2023-07-01;"Store 6";"Toys";"Mattel";228,6;4;47
2023-06-26;"Store 8";"Clothing";"Nike";570,61;8;48
2023-10-28;"Store 1";"Clothing";"H&M";154,36;7;52
2023-11-21;"Store 1";"Grocery";"Trader Joe's";67,35;14;40
2023-11-23;"Store 3";"Grocery";"Walmart";61,03;2;44
2023-04-01;"Store 2";"Clothing";"Zara";345,06;4;47
2023-02-17;"Store 1";"Electronics";"Samsung";962,15;3;19
2023-12-11;"Store 4";"Grocery";"Whole Foods";24,54;9;38
2023-07-31;"Store 5";"Clothing";"Zara";473,24;9;37
2023-02-11;"Store 1";"Grocery";"Costco";47,24;18;53
2023-03-19;"Store 7";"Grocery";"Target";55,61;5;46
2023-09-14;"Store 6";"Sports";"Wilson";177,67;7;21
2023-03-13;"Store 5";"Grocery";"Trader Joe's";73,52;6;23
2023-12-24;"Store 6";"Grocery";"Whole Foods";79,2;20;34
2023-04-15;"Store 8";"Grocery";"Target";53,14;16;20
2023-07-12;"Store 10";"Electronics";"Apple";865,11;1;44
2023-01-08;"Store 1";"Clothing";"Zara";468,02;8;20
2023-03-05;"Store 4";"Grocery";"Trader Joe's";14,65;9;27
2023-03-24;"Store 3";"Clothing";"H&M";309,04;7;43
2023-12-28;"Store 4";"Clothing";"Zara";626,56;1;43
2023-03-17;"Store 2";"Toys";"Mattel";155,16;2;20
2023-02-06;"Store 6";"Sports";"Spalding";135,51;5;32
2023-07-21;"Store 1";"Clothing";"Adidas";425,91;6;46
2023-05-22;"Store 3";"Toys";"Fisher-Price";126,15;2;37
2023-08-12;"Store 4";"Toys";"Hasbro";66,41;3;37
2023-06-26;"Store 7";"Clothing";"Zara";328,34;5;38
2023-11-28;"Store 5";"Grocery";"Costco";10;1;41
2023-10-15;"Store 1";"Clothing";"H&M";207,97;3;52
2023-04-11;"Store 10";"Grocery";"Target";62,63;1;18
2023-07-21;"Store 7";"Toys";"Mattel";237,9;4;42
2023-12-28;"Store 2";"Clothing";"H&M";393,64;7;27
2023-11-07;"Store 9";"Grocery";"Costco";49,78;3;34
2023-07-20;"Store 5";"Furniture";"West Elm";688,5;2;36
2023-10-26;"Store 3";"Grocery";"Walmart";69,47;5;33
2023-01-30;"Store 9";"Clothing";"Puma";154,47;8;31
2023-02-16;"Store 8";"Sports";"Under Armour";173,8;2;29
2023-07-30;"Store 6";"Sports";"Decathlon";357,21;3;36
2023-02-05;"Store 6";"Grocery";"Walmart";46,17;19;23
2023-12-18;"Store 7";"Grocery";"Target";31,02;15;18
2023-11-01;"Store 2";"Electronics";"Apple";1271,17;2;21
2023-03-28;"Store 5";"Clothing";"Nike";349,65;8;18
2023-07-20;"Store 3";"Toys";"Fisher-Price";211,29;3;38
2023-11-07;"Store 1";"Electronics";"Panasonic";1435,01;3;59
2023-07-30;"Store 9";"Clothing";"Adidas";256,69;7;53
2023-07-06;"Store 5";"Clothing";"Zara";508,93;10;64
2023-07-18;"Store 8";"Grocery";"Trader Joe's";60,69;19;24
2023-11-05;"Store 1";"Electronics";"LG";1313,4;1;32
2023-01-21;"Store 10";"Clothing";"Puma";359,59;9;23
2023-01-20;"Store 9";"Grocery";"Trader Joe's";22,19;5;26
2023-10-21;"Store 1";"Clothing";"Adidas";504,83;4;44
2023-09-07;"Store 6";"Grocery";"Trader Joe's";41,87;5;39
2023-11-02;"Store 2";"Clothing";"H&M";424;9;33
2023-07-19;"Store 6";"Grocery";"Trader Joe's";64,46;19;43
2023-04-18;"Store 1";"Grocery";"Walmart";23,08;6;40
2023-05-18;"Store 5";"Grocery";"Target";41,49;14;30
2023-02-07;"Store 10";"Sports";"Spalding";201,23;8;25
2023-12-16;"Store 3";"Grocery";"Target";36,99;11;44
2023-05-29;"Store 5";"Grocery";"Walmart";63,07;17;33
2023-06-05;"Store 2";"Furniture";"Wayfair";681,16;1;37
2023-12-13;"Store 3";"Clothing";"Puma";327,33;7;29
2023-08-25;"Store 8";"Clothing";"Zara";297,88;5;39
2023-12-07;"Store 5";"Sports";"Reebok";356,92;3;50
2023-01-08;"Store 5";"Electronics";"Samsung";891,22;2;25
2023-09-30;"Store 3";"Grocery";"Costco";31,09;10;20
2023-03-31;"Store 2";"Clothing";"Zara";466,88;9;38
2023-10-23;"Store 8";"Toys";"Mattel";267,55;8;48
2023-12-13;"Store 9";"Clothing";"Adidas";396,53;5;24
2023-12-30;"Store 4";"Grocery";"Costco";97,32;7;38
2023-07-03;"Store 9";"Sports";"Reebok";149,89;5;27
2023-05-04;"Store 8";"Grocery";"Whole Foods";23,96;5;40
2023-07-27;"Store 7";"Grocery";"Costco";10;19;36
2023-04-07;"Store 4";"Sports";"Reebok";151,9;8;43
2023-10-29;"Store 3";"Electronics";"Samsung";664,91;2;33
2023-06-19;"Store 6";"Toys";"Nintendo";252,03;7;38
2023-07-08;"Store 5";"Grocery";"Whole Foods";63,5;3;29
2023-01-24;"Store 8";"Clothing";"Puma";325,92;7;22
2023-01-07;"Store 6";"Toys";"Hasbro";167,63;7;35
2023-08-15;"Store 3";"Sports";"Wilson";210,9;1;46
2023-03-09;"Store 8";"Clothing";"Zara";395,76;9;38
2023-02-16;"Store 6";"Grocery";"Walmart";37,48;6;39
2023-09-26;"Store 6";"Clothing";"Zara";290,68;3;38
2023-05-27;"Store 3";"Clothing";"Puma";249,55;1;41
2023-08-26;"Store 4";"Toys";"LEGO";148,44;3;55
2023-03-06;"Store 8";"Grocery";"Whole Foods";51,98;1;54
2023-06-08;"Store 2";"Grocery";"Walmart";49,4;13;48
2023-01-06;"Store 10";"Electronics";"Panasonic";898,43;2;35
2023-10-07;"Store 3";"Grocery";"Walmart";45,52;16;24
2023-02-04;"Store 6";"Furniture";"West Elm";415,37;2;36
2023-10-18;"Store 1";"Clothing";"Puma";489,6;5;39
2023-01-01;"Store 4";"Electronics";"Samsung";961,78;3;49
2023-01-18;"Store 7";"Electronics";"Samsung";1049,75;3;47
2023-11-30;"Store 5";"Clothing";"Adidas";216,75;3;32
2023-12-01;"Store 5";"Sports";"Decathlon";140,48;4;41
2023-03-18;"Store 1";"Clothing";"Zara";329,62;3;37
2023-08-05;"Store 3";"Furniture";"Ashley";514,17;2;18
2023-04-05;"Store 6";"Grocery";"Costco";71,66;17;29
2023-12-03;"Store 10";"Grocery";"Costco";72,12;11;18
2023-06-07;"Store 9";"Toys";"LEGO";270,19;7;18
2023-10-24;"Store 8";"Clothing";"Zara";292,31;4;22
2023-12-26;"Store 5";"Clothing";"H&M";342,91;6;57
2023-12-26;"Store 6";"Furniture";"Ashley";428,57;2;19
2023-04-22;"Store 3";"Grocery";"Costco";55,29;12;18
2023-12-05;"Store 7";"Clothing";"Nike";676,38;10;52
2023-10-27;"Store 5";"Grocery";"Walmart";47,62;20;18
2023-01-18;"Store 6";"Toys";"Fisher-Price";147,36;3;23
2023-10-15;"Store 6";"Clothing";"Nike";162,8;1;42
2023-11-02;"Store 10";"Toys";"Fisher-Price";258,68;2;39
2023-07-04;"Store 3";"Grocery";"Costco";22,27;15;27
2023-05-20;"Store 5";"Furniture";"IKEA";853,79;2;39
2023-01-11;"Store 4";"Grocery";"Walmart";54,32;12;39
2023-11-17;"Store 6";"Clothing";"Zara";588,96;5;25
2023-10-23;"Store 10";"Grocery";"Costco";62,01;8;47
2023-07-05;"Store 10";"Electronics";"Sony";1007,74;2;52
2023-03-23;"Store 2";"Furniture";"IKEA";1216,6;2;34
2023-02-04;"Store 10";"Grocery";"Whole Foods";36,63;17;37
2023-03-05;"Store 10";"Clothing";"H&M";251,87;4;27
2023-12-01;"Store 3";"Grocery";"Trader Joe's";34,6;2;59
2023-02-14;"Store 3";"Electronics";"Samsung";612,37;1;57
2023-10-04;"Store 8";"Clothing";"Puma";296,17;3;22
2023-08-19;"Store 10";"Grocery";"Walmart";27,4;11;45
2023-10-08;"Store 10";"Grocery";"Costco";55,96;9;35
2023-12-29;"Store 2";"Grocery";"Trader Joe's";65,92;15;42
2023-06-07;"Store 4";"Clothing";"Nike";560,11;4;31
2023-06-03;"Store 2";"Grocery";"Whole Foods";10;13;45
2023-01-26;"Store 1";"Grocery";"Walmart";27,97;12;20
2023-08-23;"Store 9";"Grocery";"Trader Joe's";56,04;16;36
2023-07-15;"Store 4";"Sports";"Under Armour";521,61;1;20
2023-02-13;"Store 8";"Electronics";"Samsung";514,65;2;35
2023-10-22;"Store 10";"Grocery";"Costco";30,11;2;20
2023-01-30;"Store 6";"Grocery";"Target";89,9;5;52
2023-11-20;"Store 2";"Grocery";"Target";23,86;5;45
2023-03-11;"Store 6";"Sports";"Reebok";304,45;1;40
2023-11-15;"Store 9";"Clothing";"Zara";183,41;6;40
2023-10-04;"Store 3";"Toys";"LEGO";13,52;4;19
2023-11-15;"Store 9";"Grocery";"Trader Joe's";39,74;15;24
2023-11-08;"Store 3";"Clothing";"Adidas";447,97;6;36
2023-12-10;"Store 6";"Grocery";"Trader Joe's";54,2;12;21
2023-04-07;"Store 8";"Grocery";"Whole Foods";57,69;14;29
2023-03-18;"Store 7";"Toys";"Hasbro";213,89;2;18
2023-08-16;"Store 2";"Toys";"Hasbro";170,88;7;40
2023-12-25;"Store 8";"Clothing";"Zara";696,26;9;18
2023-09-01;"Store 1";"Clothing";"Nike";376,86;5;30
2023-01-14;"Store 1";"Grocery";"Costco";62,59;18;67
2023-10-23;"Store 8";"Grocery";"Trader Joe's";29,71;16;18
2023-07-25;"Store 4";"Electronics";"Samsung";716,39;3;30
2023-08-20;"Store 9";"Grocery";"Target";26,89;12;36
2023-12-05;"Store 6";"Grocery";"Trader Joe's";40,79;20;23
2023-02-24;"Store 1";"Furniture";"Ashley";556,72;1;40
2023-05-17;"Store 10";"Clothing";"Puma";205,52;5;18
2023-09-14;"Store 7";"Grocery";"Walmart";39,24;20;39
2023-02-18;"Store 8";"Sports";"Decathlon";196,31;5;46
2023-11-28;"Store 2";"Grocery";"Costco";80,31;12;26
2023-04-22;"Store 8";"Grocery";"Target";87,35;2;27
2023-05-27;"Store 6";"Sports";"Under Armour";179,7;1;25
2023-10-24;"Store 4";"Grocery";"Costco";81,22;9;21
2023-09-21;"Store 10";"Sports";"Reebok";293,59;6;45
2023-12-02;"Store 1";"Electronics";"Apple";1757,38;2;30
2023-01-16;"Store 10";"Grocery";"Costco";82,28;10;22
2023-03-04;"Store 6";"Furniture";"West Elm";737,63;1;45
2023-10-31;"Store 10";"Grocery";"Walmart";10;1;27
2023-01-23;"Store 1";"Toys";"LEGO";208,85;2;45
2023-12-06;"Store 6";"Clothing";"Adidas";253,94;9;34
2023-08-17;"Store 8";"Clothing";"Nike";388,4;5;18
2023-08-22;"Store 2";"Electronics";"Apple";1064,38;1;55
2023-12-15;"Store 6";"Clothing";"Adidas";412,1;6;47
2023-10-30;"Store 4";"Toys";"LEGO";202,74;5;26
2023-03-08;"Store 8";"Sports";"Under Armour";292,35;4;54
2023-01-06;"Store 6";"Grocery";"Target";36,27;1;34
2023-03-25;"Store 3";"Clothing";"Puma";497,23;6;18
2023-10-15;"Store 9";"Grocery";"Walmart";49,31;9;43
2023-05-19;"Store 1";"Electronics";"Samsung";719,45;2;51
2023-01-10;"Store 9";"Sports";"Decathlon";192,07;6;50
2023-07-04;"Store 1";"Toys";"Fisher-Price";252,89;2;42
2023-11-22;"Store 4";"Clothing";"Adidas";403,94;10;38
2023-10-27;"Store 2";"Grocery";"Trader Joe's";54,35;2;34
2023-01-19;"Store 6";"Toys";"LEGO";213,52;4;52
2023-10-29;"Store 9";"Clothing";"Adidas";403,27;3;18
2023-09-12;"Store 6";"Grocery";"Target";49,5;15;66
2023-02-28;"Store 1";"Clothing";"H&M";307,87;3;37
2023-06-02;"Store 9";"Toys";"Mattel";149,82;2;34
2023-05-23;"Store 3";"Clothing";"Adidas";351,46;7;19
2023-06-29;"Store 8";"Grocery";"Whole Foods";35,15;8;38
2023-10-31;"Store 6";"Electronics";"Apple";1176,9;1;40
2023-06-30;"Store 2";"Clothing";"Nike";362,77;8;24
2023-10-24;"Store 5";"Grocery";"Walmart";54,35;7;48
2023-03-30;"Store 1";"Toys";"LEGO";258,66;2;32
2023-02-06;"Store 10";"Toys";"Fisher-Price";342,41;6;39
2023-10-01;"Store 1";"Toys";"Mattel";216,07;8;32
2023-06-03;"Store 10";"Clothing";"Nike";664,77;6;29
2023-10-18;"Store 10";"Grocery";"Whole Foods";51,45;16;34
2023-12-20;"Store 6";"Clothing";"Adidas";463,12;1;28
2023-07-05;"Store 7";"Clothing";"Nike";393,52;10;34
2023-02-26;"Store 8";"Toys";"Fisher-Price";348,22;7;18
2023-01-08;"Store 1";"Toys";"Hasbro";161,42;5;34
2023-05-19;"Store 9";"Clothing";"H&M";575,16;4;34
2023-11-26;"Store 6";"Grocery";"Whole Foods";61,41;3;34
2023-09-12;"Store 8";"Grocery";"Target";52,94;5;25
2023-12-28;"Store 6";"Sports";"Decathlon";218,83;5;51
2023-06-30;"Store 6";"Grocery";"Costco";35,77;1;32
2023-08-19;"Store 8";"Grocery";"Walmart";46,66;13;40
2023-01-01;"Store 10";"Clothing";"Adidas";255,04;1;56
2023-02-01;"Store 3";"Electronics";"Apple";945,18;2;35
2023-05-29;"Store 6";"Grocery";"Trader Joe's";72,41;15;40
2023-02-27;"Store 5";"Sports";"Reebok";200,18;1;42
2023-01-13;"Store 3";"Grocery";"Costco";56,95;19;42
2023-12-15;"Store 4";"Toys";"Hasbro";327,63;3;26
2023-01-31;"Store 9";"Grocery";"Trader Joe's";26,92;16;40
2023-01-05;"Store 4";"Clothing";"Nike";332,39;5;41
2023-01-15;"Store 3";"Grocery";"Whole Foods";58,97;2;39
2023-03-05;"Store 4";"Toys";"Nintendo";252,1;5;38
2023-08-05;"Store 4";"Grocery";"Whole Foods";50,23;3;50
2023-09-14;"Store 3";"Electronics";"Panasonic";668,04;2;33
2023-08-09;"Store 6";"Clothing";"Zara";525,16;8;28
2023-02-06;"Store 8";"Furniture";"IKEA";635,82;1;45
2023-09-13;"Store 7";"Clothing";"Zara";266,53;10;62
2023-09-26;"Store 10";"Clothing";"Adidas";184,31;5;39
2023-12-29;"Store 10";"Clothing";"Adidas";580,71;10;47
2023-04-06;"Store 7";"Grocery";"Walmart";67,87;14;18
2023-06-01;"Store 10";"Sports";"Decathlon";370,77;8;49
2023-05-13;"Store 2";"Clothing";"H&M";308,68;4;57
2023-12-03;"Store 9";"Grocery";"Target";47,28;17;40
2023-05-31;"Store 2";"Clothing";"Zara";635,06;4;38
2023-07-14;"Store 7";"Sports";"Under Armour";160,82;6;36
2023-09-29;"Store 6";"Clothing";"Zara";185,48;5;30
2023-10-15;"Store 10";"Grocery";"Trader Joe's";81,28;15;46
2023-12-27;"Store 4";"Sports";"Under Armour";244,01;7;42
2023-04-01;"Store 6";"Toys";"Nintendo";248,91;6;44
2023-12-17;"Store 3";"Electronics";"LG";663,66;3;19
2023-09-04;"Store 10";"Clothing";"Puma";342,43;5;24
2023-09-03;"Store 9";"Grocery";"Whole Foods";21,07;14;43
2023-03-04;"Store 8";"Clothing";"Puma";264,03;7;35
2023-03-08;"Store 8";"Clothing";"Adidas";219,87;3;23
2023-06-30;"Store 4";"Grocery";"Target";45,9;10;27
2023-05-20;"Store 3";"Sports";"Reebok";197,96;3;37
2023-02-22;"Store 1";"Furniture";"Wayfair";674,43;1;29
2023-05-25;"Store 2";"Grocery";"Whole Foods";48,42;1;44
2023-02-28;"Store 7";"Sports";"Spalding";227,22;2;18
2023-01-24;"Store 9";"Clothing";"Zara";411,08;8;49
2023-10-09;"Store 6";"Clothing";"Puma";389,26;1;30
2023-05-09;"Store 1";"Grocery";"Walmart";50,26;14;33
2023-09-24;"Store 3";"Grocery";"Costco";84,1;8;50
2023-03-28;"Store 5";"Grocery";"Walmart";43,07;17;47
2023-09-16;"Store 7";"Grocery";"Trader Joe's";72,54;11;60
2023-07-18;"Store 8";"Grocery";"Costco";59,52;19;31
2023-12-08;"Store 7";"Clothing";"H&M";347,91;4;31
2023-02-07;"Store 6";"Grocery";"Target";52,02;16;21
2023-08-27;"Store 3";"Toys";"Fisher-Price";233,89;3;18
2023-05-13;"Store 9";"Grocery";"Whole Foods";78,96;19;20
2023-04-30;"Store 4";"Clothing";"Zara";276,47;6;27
2023-05-26;"Store 7";"Sports";"Reebok";219,25;1;44
2023-12-30;"Store 8";"Grocery";"Target";62,62;16;18
2023-06-07;"Store 4";"Toys";"Mattel";210,97;2;18
2023-01-30;"Store 5";"Clothing";"Nike";378,81;3;38
2023-02-26;"Store 3";"Grocery";"Walmart";46,01;15;18
2023-08-28;"Store 6";"Grocery";"Target";32,83;8;52
2023-05-08;"Store 7";"Grocery";"Costco";74,79;14;42
2023-05-31;"Store 9";"Clothing";"Zara";312,08;7;34
2023-12-17;"Store 7";"Grocery";"Target";30,25;8;27
2023-11-02;"Store 1";"Grocery";"Trader Joe's";49,03;9;27
2023-12-25;"Store 8";"Grocery";"Costco";89,91;2;38
2023-10-25;"Store 4";"Grocery";"Costco";19,76;13;36
2023-08-18;"Store 2";"Clothing";"H&M";89,46;1;53
2023-06-22;"Store 10";"Sports";"Reebok";223,92;1;28
2023-03-02;"Store 10";"Sports";"Spalding";196,88;6;45
2023-02-07;"Store 1";"Toys";"LEGO";245,41;8;38
2023-09-22;"Store 7";"Clothing";"H&M";138,15;3;32
2023-02-26;"Store 3";"Furniture";"Ashley";439,06;1;35
2023-06-15;"Store 10";"Grocery";"Trader Joe's";44,92;1;46
2023-03-12;"Store 10";"Sports";"Spalding";253,13;2;42
2023-01-30;"Store 1";"Clothing";"Adidas";391,93;8;26
2023-07-11;"Store 6";"Clothing";"H&M";195,46;2;25
2023-05-16;"Store 9";"Electronics";"Samsung";785;3;43
2023-06-24;"Store 5";"Grocery";"Whole Foods";46,4;13;25
2023-11-18;"Store 9";"Electronics";"Sony";870,64;2;39
2023-06-06;"Store 7";"Grocery";"Costco";22,8;19;41
2023-05-08;"Store 6";"Grocery";"Whole Foods";74,33;1;26
2023-12-14;"Store 5";"Electronics";"Apple";926,62;1;57
2023-12-11;"Store 8";"Grocery";"Whole Foods";90,96;19;48
2023-04-17;"Store 2";"Grocery";"Costco";86,25;16;36
2023-02-06;"Store 2";"Furniture";"West Elm";680,79;1;18
2023-03-15;"Store 5";"Sports";"Under Armour";125,56;6;40
2023-01-23;"Store 4";"Clothing";"Zara";90,37;10;23
2023-10-11;"Store 7";"Clothing";"Adidas";389,66;1;23
2023-04-02;"Store 9";"Clothing";"H&M";292,8;6;61
2023-02-06;"Store 2";"Toys";"LEGO";332,46;5;46
2023-05-04;"Store 3";"Sports";"Reebok";363,29;5;23
2023-03-27;"Store 7";"Clothing";"Puma";212,58;4;25
2023-11-17;"Store 2";"Grocery";"Walmart";55,31;15;65
2023-06-27;"Store 8";"Grocery";"Costco";48,26;3;43
2023-09-10;"Store 8";"Grocery";"Target";105,78;12;26
2023-10-19;"Store 2";"Grocery";"Walmart";91,88;1;32
2023-09-04;"Store 10";"Grocery";"Whole Foods";52,22;4;21
2023-08-28;"Store 8";"Clothing";"Adidas";292,47;10;40
2023-08-07;"Store 5";"Grocery";"Target";63,01;3;40
2023-04-14;"Store 5";"Toys";"Hasbro";98,66;8;24
2023-12-02;"Store 6";"Clothing";"Adidas";498,5;5;54
2023-12-17;"Store 7";"Furniture";"West Elm";1014,85;2;20
2023-10-05;"Store 2";"Grocery";"Whole Foods";64,48;15;38
2023-12-11;"Store 5";"Furniture";"IKEA";629,37;1;55
2023-12-23;"Store 3";"Toys";"Fisher-Price";291,14;5;46
2023-08-05;"Store 5";"Electronics";"Panasonic";816,45;1;45
2023-02-12;"Store 6";"Sports";"Decathlon";218,69;8;54
2023-12-01;"Store 6";"Grocery";"Costco";58,91;8;36
2023-04-17;"Store 9";"Grocery";"Walmart";74,71;7;32
2023-03-25;"Store 1";"Toys";"Hasbro";182,16;7;29
2023-05-22;"Store 5";"Clothing";"Nike";351,75;4;37
2023-01-09;"Store 6";"Grocery";"Target";35,72;6;18
2023-07-02;"Store 6";"Toys";"Hasbro";308,77;2;48
2023-06-13;"Store 8";"Grocery";"Costco";48,88;18;29
