"Product","Price","Sales"
"Bali Sun BLUEBERRY Can 0.5L",1.1,0.14
"Bali Sun BLUEBERRY Can 0.5L",1.18,0.13
"Bali Sun BLUEBERRY Can 0.5L",0.97,0.16
"Bali Sun BLUEBERRY Can 0.5L",1.04,0.15
"Bali Sun BLUEBERRY Can 0.5L",0.91,0.17
"Bali Sun BLUEBERRY Can 0.5L",1,0.16
"Bali Sun BLUEBERRY Can 0.5L",1.03,0.15
"Bali Sun BLUEBERRY Can 0.5L",1.13,0.14
"Bali Sun BLUEBERRY Can 0.5L",1.04,0.15
"Bali Sun BLUEBERRY Can 0.5L",0.97,0.16
"Bali Sun BLUEBERRY Can 0.5L",1.03,0.15
"Bali Sun BLUEBERRY Can 0.5L",1.09,0.14
"Bali Sun BLUEBERRY Can 0.5L",1.18,0.14
"Bali Sun BLUEBERRY Can 0.5L",1.24,0.13
"Bali Sun BLUEBERRY Can 0.5L",1.19,0.13
"Bali Sun BLUEBERRY Can 0.5L",1.04,0.15
"Bali Sun BLUEBERRY Can 0.5L",0.91,0.17
"Bali Sun BLUEBERRY Can 0.5L",1.16,0.14
"Bali Sun BLUEBERRY Can 0.5L",1.01,0.15
"Bali Sun BLUEBERRY Can 0.5L",1.14,0.14
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.04,0.26
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1.04,0.27
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.29,0.22
"Bali Sun WET PEACH Can 0.5L",0.8,0.32
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.08,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",1.29,0.23
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.26,0.24
"Bali Sun WET PEACH Can 0.5L",1.41,0.22
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.03,0.26
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.18,0.25
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",1.16,0.24
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.19,0.25
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.34,0.22
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.1,0.25
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",0.91,0.29
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.31,0.23
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.44,0.21
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.27,0.23
"Bali Sun WET PEACH Can 0.5L",1.18,0.25
"Bali Sun WET PEACH Can 0.5L",0.86,0.3
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",0.89,0.3
"Bali Sun WET PEACH Can 0.5L",1.09,0.25
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.05,0.27
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.11,0.26
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",1.06,0.27
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",0.86,0.3
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.1,0.25
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",0.85,0.31
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.25
"Bali Sun WET PEACH Can 0.5L",0.98,0.28
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.12,0.26
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.1,0.25
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",0.9,0.29
"Bali Sun WET PEACH Can 0.5L",1.12,0.26
"Bali Sun WET PEACH Can 0.5L",1.16,0.24
"Bali Sun WET PEACH Can 0.5L",1.25,0.24
"Bali Sun WET PEACH Can 0.5L",0.91,0.3
"Bali Sun WET PEACH Can 0.5L",1.04,0.27
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.26,0.24
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.29,0.23
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",1.04,0.26
"Bali Sun WET PEACH Can 0.5L",0.9,0.3
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",1.05,0.27
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",0.95,0.29
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.23,0.24
"Bali Sun WET PEACH Can 0.5L",0.98,0.27
"Bali Sun WET PEACH Can 0.5L",0.99,0.27
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.11,0.26
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.04,0.26
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.03,0.26
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.23,0.24
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.04,0.26
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",0.99,0.27
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.27,0.23
"Bali Sun WET PEACH Can 0.5L",1.23,0.23
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.04,0.27
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",0.99,0.27
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.03,0.26
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.18,0.25
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",1.23,0.23
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.16,0.24
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.18,0.25
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.03,0.26
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",0.93,0.29
"Bali Sun WET PEACH Can 0.5L",0.95,0.28
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",1.27,0.23
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",0.91,0.29
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",0.9,0.3
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.41,0.21
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",0.98,0.28
"Bali Sun WET PEACH Can 0.5L",1.04,0.27
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.23,0.24
"Bali Sun WET PEACH Can 0.5L",0.98,0.27
"Bali Sun WET PEACH Can 0.5L",1.25,0.24
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",0.97,0.28
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",1.03,0.26
"Bali Sun WET PEACH Can 0.5L",0.99,0.28
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",0.89,0.3
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.08,0.25
"Bali Sun WET PEACH Can 0.5L",1.24,0.23
"Bali Sun WET PEACH Can 0.5L",1,0.28
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",0.9,0.29
"Bali Sun WET PEACH Can 0.5L",0.95,0.28
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.05,0.27
"Bali Sun WET PEACH Can 0.5L",1.27,0.23
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",0.86,0.3
"Bali Sun WET PEACH Can 0.5L",0.98,0.27
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1.27,0.24
"Bali Sun WET PEACH Can 0.5L",1.23,0.23
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.05,0.27
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",1.28,0.23
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.11,0.26
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.05,0.27
"Bali Sun WET PEACH Can 0.5L",0.99,0.27
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",0.91,0.29
"Bali Sun WET PEACH Can 0.5L",1.24,0.23
"Bali Sun WET PEACH Can 0.5L",0.91,0.29
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1,0.28
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",0.8,0.32
"Bali Sun WET PEACH Can 0.5L",1.33,0.22
"Bali Sun WET PEACH Can 0.5L",0.98,0.27
"Bali Sun WET PEACH Can 0.5L",0.93,0.28
"Bali Sun WET PEACH Can 0.5L",1.23,0.24
"Bali Sun WET PEACH Can 0.5L",0.98,0.28
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",0.91,0.29
"Bali Sun WET PEACH Can 0.5L",1.18,0.25
"Bali Sun WET PEACH Can 0.5L",1.03,0.27
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.18,0.25
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.07,0.27
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",0.98,0.28
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.21,0.23
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.03,0.26
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",0.99,0.28
"Bali Sun WET PEACH Can 0.5L",1.06,0.27
"Bali Sun WET PEACH Can 0.5L",0.75,0.33
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.1,0.25
"Bali Sun WET PEACH Can 0.5L",0.99,0.27
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.24,0.23
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.23,0.24
"Bali Sun WET PEACH Can 0.5L",1.35,0.22
"Bali Sun WET PEACH Can 0.5L",1.11,0.25
"Bali Sun WET PEACH Can 0.5L",1.06,0.27
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",1.04,0.27
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.19,0.25
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.1,0.25
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",0.86,0.31
"Bali Sun WET PEACH Can 0.5L",0.82,0.31
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.25
"Bali Sun WET PEACH Can 0.5L",1.1,0.25
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",0.95,0.28
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",1.02,0.26
"Bali Sun WET PEACH Can 0.5L",0.88,0.3
"Bali Sun WET PEACH Can 0.5L",1.41,0.21
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",1.29,0.23
"Bali Sun WET PEACH Can 0.5L",1.22,0.23
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.29,0.23
"Bali Sun WET PEACH Can 0.5L",1.17,0.25
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",0.98,0.28
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
"Bali Sun WET PEACH Can 0.5L",1.01,0.27
"Bali Sun WET PEACH Can 0.5L",0.93,0.28
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.06,0.27
"Bali Sun WET PEACH Can 0.5L",0.98,0.28
"Bali Sun WET PEACH Can 0.5L",1.15,0.25
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.25,0.24
"Bali Sun WET PEACH Can 0.5L",1.2,0.24
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.16,0.24
"Bali Sun WET PEACH Can 0.5L",1.31,0.22
"Bali Sun WET PEACH Can 0.5L",1.09,0.26
"Bali Sun WET PEACH Can 0.5L",1.14,0.25
"Bali Sun WET PEACH Can 0.5L",0.83,0.31
"Bali Sun WET PEACH Can 0.5L",1.19,0.24
"Bali Sun WET PEACH Can 0.5L",1.29,0.23
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.27,0.23
"Bali Sun WET PEACH Can 0.5L",1.28,0.23
"Bali Sun WET PEACH Can 0.5L",1.1,0.26
"Bali Sun WET PEACH Can 0.5L",1.12,0.25
"Bali Sun WET PEACH Can 0.5L",1.04,0.26
"Bali Sun WET PEACH Can 0.5L",1.04,0.26
"Bali Sun WET PEACH Can 0.5L",1.07,0.26
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1.25,0.23
"Bali Sun WET PEACH Can 0.5L",1,0.27
"Bali Sun WET PEACH Can 0.5L",1.26,0.23
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",0.95,0.28
"Bali Sun WET PEACH Can 0.5L",1.11,0.26
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.3,0.22
"Bali Sun WET PEACH Can 0.5L",0.87,0.3
"Bali Sun WET PEACH Can 0.5L",1.17,0.24
"Bali Sun WET PEACH Can 0.5L",1.13,0.25
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",1.15,0.24
"Bali Sun WET PEACH Can 0.5L",1.02,0.27
"Bali Sun WET PEACH Can 0.5L",1.3,0.23
"Bali Sun WET PEACH Can 0.5L",0.99,0.28
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.22,0.24
"Bali Sun WET PEACH Can 0.5L",1.21,0.24
"Bali Sun WET PEACH Can 0.5L",1.24,0.24
"Bali Sun WET PEACH Can 0.5L",1.18,0.24
"Bali Sun WET PEACH Can 0.5L",1.08,0.26
"Bali Sun WET PEACH Can 0.5L",0.96,0.28
"Bali Sun WET PEACH Can 0.5L",1.06,0.26
"Bali Sun WET PEACH Can 0.5L",1.05,0.26
"Bali Sun WET PEACH Can 0.5L",0.92,0.29
"Bali Sun WET PEACH Can 0.5L",0.9,0.29
"Bali Sun WET PEACH Can 0.5L",1.16,0.25
